"ParticipantID","CB_ACC","CB_RTc","CB_LogRTc","CB_LogRTperC","CB_RTperCcorrect","CB_ACC_forward","CB_RTc_forward","CB_LogRTc_1","CB_LogRTperC_forward","CB_LogRTc_1_forward","CB_RTperCcorrect_forward","CB_ACC_backward","CB_RTc_backward","CB_LogRTc_backward","CB_LogRTc_1_backward","CB_RTperCcorrect_back","CB_Totalclick","CB_Correctclick","CB_Totalclick_forward","CB_Correctclick_forward","CB_Totalclick_backward","CB_Correctclick_backward","CB_EFF","CB_EFF_forward","CB_EFF_backward"
31831,0.548387096774194,2.26797058823529,0.325584767069215,-0.155927503504105,0.656086470588235,0.5625,2.27174444444444,0.499130399478183,-0.124390823681063,0.509137394978804,0.678199814814815,0.533333333333333,2.263725,0.304272251272459,0.487872529539986,0.631208958333333,5.03225806451613,3.74193548387097,5.0625,3.6875,5,3.8,0.241796388197826,0.247607076304553,0.235599877782563
32201,0.625,2.21013,0.30663530275163,-0.253236626999008,0.556773333333333,0.5625,2.30575555555556,0.489593760532673,-0.183348765715488,0.505852637164607,0.637130740740741,0.6875,2.13189090909091,0.283175461854012,0.476291043288363,0.491026363636364,5.40625,4.1875,5.5,3.9375,5.3125,4.4375,0.28278879522924,0.243954741275456,0.322483667934569
33296,0.59375,1.84752105263158,0.234234008543533,-0.291849778074043,0.479338872180451,0.6875,1.84284545454545,0.441295314054338,-0.359401158310452,0.439292494669,0.448795021645022,0.5,1.85395,0.240029561479601,0.444049190709177,0.521336666666667,5.03125,4.15625,5.125,4.4375,4.9375,3.875,0.321376581422048,0.373064381662745,0.269694436203781
33333,0.6875,2.327,0.331410805906839,-0.251585926788872,0.564875974025974,0.75,2.49908333333333,0.505555703941577,-0.242855683085371,0.529657776363886,0.594653174603174,0.625,2.1205,0.287613200823244,0.476633217034805,0.529143333333333,5.5,4.5,5.5,4.75,5.5,4.25,0.295444778685002,0.300110040348128,0.294741806177788
33686,0.78125,5.54934,0.693000078846154,0.0260665035165354,1.21538276507937,0.625,4.27888,0.779510384253041,-0.0149096171325159,0.706087962194957,1.26455923809524,0.9375,6.39631333333333,0.750550145120387,0.828458665625097,1.18259844973545,5.4375,4.71875,5.3125,4,5.5625,5.4375,0.140782507469357,0.146066260329806,0.146568804738563
34585,0.645161290322581,5.336485,0.69255485529985,0.0922070452604719,1.2519639047619,0.6,6.16023333333333,0.777147867166926,0.137339908985509,0.827475023066576,1.38332161375661,0.6875,4.66250909090909,0.64393758395788,0.73597110324903,1.14448941558441,5.61290322580645,4.03225806451613,5.73333333333333,3.93333333333333,5.5,4.125,0.120896299778334,0.0973989080500197,0.147452795607515
35626,0.46875,2.982501,0.456182670346315,-0.0937363807138792,0.83919831031746,0.4375,3.14026285714286,0.5899181567173,-0.08691337573942,0.606497412976592,0.892277831632653,0.5,2.844459375,0.436207602499749,0.575411307490419,0.792753729166667,5.5,3.53125,5.5,3.375,5.5,3.6875,0.157166753674182,0.139319547408224,0.175780327324942
36133,0.5625,2.38471916666667,0.343858906172843,-0.188154085421617,0.685029430555556,0.5625,2.54713388888889,0.51281991239657,-0.152801794199399,0.530307512403862,0.774878675925926,0.5625,2.22230444444444,0.319513693551369,0.495332312389278,0.595180185185185,5.15625,3.53125,5.1875,3.5,5.125,3.5625,0.235876831059422,0.220836447763401,0.253115634721515
36160,0.625,3.5422485,0.383183918740727,-0.137870562821589,0.70531657390873,0.6875,4.54803136363636,0.549775552950074,-0.12865143242364,0.590792576946737,0.81894964520202,0.5625,2.31295833333333,0.321305696353454,0.499643634731931,0.566431708994709,5.5625,4.40625,5.5,4.5625,5.625,4.25,0.176441601993762,0.151164304955521,0.243195042424024
37582,0.5625,2.41215,0.363501637210564,-0.172675973284062,0.674162962962963,0.5,2.2351375,0.523572136439678,-0.162730029472626,0.505982198210585,0.700030416666667,0.625,2.55376,0.381497313097694,0.537644087022954,0.653469,5.6875,3.9375,5.75,3.4375,5.625,4.4375,0.233194453081276,0.22369988423531,0.2447371718564
37602,0.6875,3.91640863636364,0.524264703320388,-0.084496850091508,0.891353251443002,0.6875,3.43789454545455,0.648231973342808,-0.136145486625222,0.620775109586972,0.761232992063492,0.6875,4.39492272727273,0.558959977841326,0.675688837098645,1.02147351082251,5.3125,4.40625,5.4375,4.5,5.1875,4.3125,0.175543479711642,0.199977047262542,0.156430509172258
37690,0.59375,2.45722763157895,0.362164871557385,-0.154023651480872,0.626414500626566,0.5,2.6595375,0.524749360021496,-0.137864514573565,0.546240430651347,0.705591145833333,0.6875,2.31009318181818,0.340895839437843,0.509119490472513,0.568831485930736,5.34375,4.25,5.4375,4.125,5.25,4.375,0.241634105188078,0.188002613236324,0.297607042612409
38087,0.78125,2.32506,0.322518177436903,-0.299719476829062,0.49800646984127,0.8125,2.47085384615385,0.500486270575786,-0.277347823129691,0.525883586112096,0.550199795482295,0.75,2.16711666666667,0.276906273787452,0.472972512078117,0.441463700396825,5.4375,4.78125,5.5,5,5.375,4.5625,0.3360128340774,0.328833694985539,0.346081967591346
